Yahoo-ID,Player,Team,Position,Proj-Value,AAV,Percent-Drafted,ADP,Avg-Round,Percent-Drafted
32238,Jonathan Hilliman,NYG,RB,$0 ,0,0%,0,0,0%
32036,Travis Homer,Sea,RB,$0 ,0,0%,0,0,0%
31944,Bryce Love,Was,RB,$0 ,0,0%,0,0,0%
31704,Robert Martin,NYG,RB,$0 ,0,0%,0,0,0%
29450,Darius Jackson,Dal,RB,$0 ,0,0%,0,0,0%
32615,Taj McGowan,Jax,RB,$0 ,0,0%,0,0,0%
32493,Darnell Holland,NO,RB,$0 ,0,0%,0,0,0%
32608,D'Ernest Johnson,Cle,RB,$0 ,0,0%,0,0,0%
32046,Darwin Thompson,KC,RB,$0 ,0,0%,0,0,0%
32541,Jeremy Cox,LAC,RB,$0 ,0,0%,0,0,0%
32508,Karan Higdon Jr.,Hou,RB,$0 ,0,0%,0,0,0%
30351,Devante Mays,Cle,RB,$0 ,0,0%,0,0,0%
29471,Daniel Lasco II,NO,RB,$0 ,0,0%,0,0,0%
29390,Jonathan Williams,Ind,RB,$0 ,0,0%,0,0,0%
32621,Josh Caldwell,KC,RB,$0 ,0,0%,0,0,0%
31560,Quinton Flowers,Cin,RB,$0 ,0,0%,0,0,0%
32140,Khari Blasingame,Min,RB,$0 ,0,0%,0,0,0%
32332,Adam Choice,Sea,RB,$0 ,0,0%,0,0,0%
31653,Ralph Webb,Pit,RB,$0 ,0,0%,0,0,0%
32216,George Aston,Den,RB,$0 ,0,0%,0,0,0%
31781,James Butler,Oak,RB,$0 ,0,0%,0,0,0%
31302,Reggie Bonnafon,Car,RB,$0 ,0,0%,0,0,0%
32473,Wes Hills,Ari,RB,$0 ,0,0%,0,0,0%
28494,Jeremy Langford,Atl,RB,$0 ,0,0%,0,0,0%
32383,Austin Walter,SF,RB,$0 ,0,0%,0,0,0%
31206,Bo Scarbrough,Sea,RB,$0 ,0,0%,0,0,0%
32376,Trayone Gray,Cle,RB,$0 ,0,0%,0,0,0%
32579,Dontae Strickland,Ari,RB,$0 ,0,0%,0,0,0%
29700,Tra Carson,GB,RB,$0 ,0,0%,0,0,0%
31715,Ryan Yurachek,Dal,RB,$0 ,0,0%,0,0,0%
32502,Damarea Crockett,Hou,RB,$0 ,0,0%,0,0,0%
32035,Marcus Green,Atl,RB,$0 ,0,0%,0,0,0%
32043,Rodney Anderson,Cin,RB,$0 ,0,0%,0,0,0%
30354,Elijah Hood,Car,RB,$0 ,0,0%,0,0,0%
30370,Justin Davis,LAR,RB,$0 ,0,0%,0,0,0%
32466,Jordan Ellis,Cin,RB,$0 ,0,0%,0,0,0%
28583,Malcolm Johnson,GB,RB,$0 ,0,0%,0,0,0%
32368,James Williams,KC,RB,$0 ,0,0%,0,0,0%
31196,David Williams,Jax,RB,$0 ,0,0%,0,0,0%
32226,Nick Brossette,NE,RB,$0 ,0,0%,0,0,0%
31984,Qadree Ollison,Atl,RB,$0 ,0,0%,0,0,0%
31425,De'Lance Turner,Bal,RB,$0 ,0,0%,0,0,0%
31493,J.D. Moore,KC,RB,$0 ,0,0%,0,0,0%
31443,Dimitri Flowers,Jax,RB,$0 ,0,0%,0,0,0%
32066,Myles Gaskin,Mia,RB,$0 ,0,0%,0,0,0%
32129,Matt Colburn II,LAR,RB,$0 ,0,0%,0,0,0%
32054,Kerrith Whyte Jr.,Chi,RB,$0 ,0,0%,0,0,0%
29518,Kenneth Farrow,Mia,RB,$0 ,0,0%,0,0,0%
31575,Lavon Coleman,GB,RB,$0 ,0,0%,0,0,0%
31207,Nick Bawden,Det,RB,$0 ,0,0%,0,0,0%
32559,Tony Brooks-James,Atl,RB,$0 ,0,0%,0,0,0%
31825,Valentine Holmes,NYJ,RB,$0 ,0,0%,0,0,0%
32148,Elijah Holyfield,Car,RB,$0 ,0,0%,0,0,0%
4269,Phil Dawson,Ari,K,$0 ,0,0%,0,0,0%
29324,C.J. Prosise,Sea,RB,$0 ,0,0%,0,0,0%
28727,Jordan Taylor,Min,WR,$0 ,0,0%,0,0,0%
30287,Eric Saubert,Atl,TE,$0 ,0,0%,0,0,0%
30253,Wayne Gallman Jr.,NYG,RB,$0 ,0,0%,0,0,0%
29872,D.J. Foster,Ari,RB,$0 ,0,0%,0,0,0%
28562,Cameron Artis-Payne,Car,RB,$0 ,0,0%,0,0,0%
31641,Brandon Powell,Det,WR,$0 ,0,0%,0,0,0%
29451,Rico Gathers,Dal,TE,$0 ,0,0%,0,0,0%
31093,Durham Smythe,Mia,TE,$0 ,0,0%,0,0,0%
31500,Darrel Williams,KC,RB,$0 ,0,0%,0,0,0%
25743,Brian Quick,Was,WR,$0 ,0,0%,0,0,0%
30254,Chad Hansen,NO,WR,$0 ,0,0%,0,0,0%
30241,Josh Malone,Cin,WR,$0 ,0,0%,0,0,0%
28714,Thomas Rawls,Jax,RB,$0 ,0,0%,0,0,0%
28654,Raheem Mostert,SF,RB,$0 ,0,0%,0,0,0%
26753,Kyle Juszczyk,SF,RB,$0 ,0,0%,0,0,0%
30219,Amara Darboh,Sea,WR,$0 ,0,0%,0,0,0%
oakland,Oakland,Oak,DEF,$0 ,0,0%,0,0,0%
30720,Tanner Gentry,Chi,WR,$0 ,0,0%,0,0,0%
28688,Brian Parker,Den,TE,$0 ,0,0%,0,0,0%
30192,ArDarius Stewart,Was,WR,$0 ,0,0%,0,0,0%
25970,Brittan Golden,NYG,WR,$0 ,0,0%,0,0,0%
30656,Austin Carr,NO,WR,$0 ,0,0%,0,0,0%
31831,Elliott Fry,Chi,K,$0 ,0,0%,0,0,0%
31820,Cole Murphy,Ari,K,$0 ,0,0%,0,0,0%
31482,Eddy Pineiro,Chi,K,$0 ,0,0%,0,0,0%
32174,Matthew Wright,Pit,K,$0 ,0,0%,0,0,0%
31818,Phillip Andersen,TB,K,$0 ,0,0%,0,0,0%
32002,Austin Seibert,Cle,K,$0 ,0,0%,0,0,0%
31819,Chris Blewitt,Chi,K,$0 ,0,0%,0,0,0%
31808,Tristan Vizcaino,Cin,K,$0 ,0,0%,0,0,0%
32246,John Baron II,Chi,K,$0 ,0,0%,0,0,0%
32294,Clayton Hatfield,Ind,K,$0 ,0,0%,0,0,0%
32417,Chase McLaughlin,Phi,K,$0 ,0,0%,0,0,0%
29915,Jonathan Brown,SF,K,$0 ,0,0%,0,0,0%
29712,Taylor Bertolet,Den,K,$0 ,0,0%,0,0,0%
32369,Cole Hedlund,Ind,K,$0 ,0,0%,0,0,0%
31812,Redford Jones,Chi,K,$0 ,0,0%,0,0,0%
31977,Matt Gay,TB,K,$0 ,0,0%,0,0,0%
30038,Sam Ficken,GB,K,$0 ,0,0%,0,0,0%
32384,Joey Slye,NYG,K,$0 ,0,0%,0,0,0%
29383,Paul Perkins,NYG,RB,$0 ,0,0%,0,0,0%
27583,Jeremy Hill,NE,RB,$0 ,0,0%,0,0,0%
30211,Chad Williams,Ari,WR,$0 ,0,0%,0,0,0%
29397,Trevor Davis,GB,WR,$0 ,0,0%,0,0,0%
29341,Chris Moore,Bal,WR,$0 ,0,0%,0,0,0%
31174,Trenton Cannon,NYJ,RB,$0 ,0,0%,0,0,0%
31104,Chase Edmonds,Ari,RB,$0 ,0,0%,0,0,0%
28618,Marcus Murphy,Buf,RB,$0 ,0,0%,0,0,0%
30850,Trey Edmunds,Pit,RB,$0 ,0,0%,0,0,0%
26596,Fozzy Whittaker,Car,RB,$0 ,0,0%,0,0,0%
25767,Brock Osweiler,Mia,QB,$0 ,0,0%,0,0,0%
30550,Victor Bolden Jr.,Buf,WR,$0 ,0,0%,0,0,0%
29631,Kalif Raymond,Ten,WR,$0 ,0,0%,0,0,0%
30246,Ryan Switzer,Pit,WR,$0 ,0,0%,0,0,0%
25826,Orson Charles,Cle,TE,$0 ,0,0%,0,0,0%
29599,Josh Ferguson,Hou,RB,$0 ,0,0%,0,0,0%
26108,Josh Bellamy,NYJ,WR,$0 ,0,0%,0,0,0%
28594,Aaron Ripkowski,KC,RB,$0 ,0,0%,0,0,0%
28495,Justin Hardy,Atl,WR,$0 ,0,0%,0,0,0%
26456,Deonte Thompson,NYJ,WR,$0 ,0,0%,0,0,0%
30365,Matt Dayes,NO,RB,$0 ,0,0%,0,0,0%
28947,DeAndre Carter,Hou,WR,$0 ,0,0%,0,0,0%
29431,Danny Vitale,GB,RB,$0 ,0,0%,0,0,0%
28556,Michael Burton,NO,RB,$0 ,0,0%,0,0,0%
28847,Corey Grant,Jax,RB,$0 ,0,0%,0,0,0%
25937,Rishard Matthews,NO,WR,$0 ,0,0%,0,0,0%
31210,Richie James Jr.,SF,WR,$0 ,0,0%,0,0,0%
29571,Alan Cross,TB,TE,$0 ,0,0%,0,0,0%
28718,Rod Smith,NYG,RB,$0 ,0,0%,0,0,0%
29913,Ben Braunecker,Chi,TE,$0 ,0,0%,0,0,0%
29433,Cody Core,Cin,WR,$0 ,0,0%,0,0,0%
29441,Jeff Driskel,Cin,QB,$0 ,0,0%,0,0,0%
30269,Brian Hill,Atl,RB,$0 ,0,0%,0,0,0%
26016,Beau Brinkley,Ten,TE,$0 ,0,0%,0,0,0%
31031,D.J. Chark Jr.,Jax,WR,$0 ,0,0%,0,0,0%
25234,Andre Holmes,Den,WR,$0 ,0,0%,0,0,0%
27652,De'Anthony Thomas,KC,WR,$0 ,0,0%,0,0,0%
29249,Corey Coleman,NYG,WR,$0 ,0,0%,0,0,0%
26389,Brandon Bolden,NE,RB,$0 ,0,0%,0,0,0%
30516,Taquan Mizzell,Chi,RB,$0 ,0,0%,0,0,0%
25723,Michael Floyd,Bal,WR,$0 ,0,0%,0,0,0%
30227,Samaje Perine,Was,RB,$0 ,0,0%,0,0,0%
30523,Darrell Daniels,Ari,TE,$0 ,0,0%,0,0,0%
29038,Darius Jennings,Ten,WR,$0 ,0,0%,0,0,0%
30023,Marvin Hall,Chi,WR,$0 ,0,0%,0,0,0%
31623,Cameron Batson,Ten,WR,$0 ,0,0%,0,0,0%
28547,J.J. Nelson,Oak,WR,$0 ,0,0%,0,0,0%
29470,Dwayne Washington,NO,RB,$0 ,0,0%,0,0,0%
30481,Bobo Wilson,TB,WR,$0 ,0,0%,0,0,0%
24923,Anthony Sherman,KC,RB,$0 ,0,0%,0,0,0%
31223,Auden Tate,Cin,WR,$0 ,0,0%,0,0,0%
29854,Tommylee Lewis,Det,WR,$0 ,0,0%,0,0,0%
29703,Alex Erickson,Cin,WR,$0 ,0,0%,0,0,0%
24760,James Develin,NE,RB,$0 ,0,0%,0,0,0%
31164,Russell Gage,Atl,WR,$0 ,0,0%,0,0,0%
24063,Andre Roberts,Buf,WR,$0 ,0,0%,0,0,0%
30305,Alex Armah,Car,RB,$0 ,0,0%,0,0,0%
29377,DeAndre Washington,Oak,RB,$0 ,0,0%,0,0,0%
30279,Shelton Gibson,Phi,WR,$0 ,0,0%,0,0,0%
31685,Detrez Newsome,LAC,RB,$0 ,0,0%,0,0,0%
28527,Rashad Greene Sr.,Jax,WR,$0 ,0,0%,0,0,0%
24860,Stevan Ridley,Pit,RB,$0 ,0,0%,0,0,0%
31457,Dontrell Hilliard,Cle,RB,$0 ,0,0%,0,0,0%
31551,Jawill Davis,GB,WR,$0 ,0,0%,0,0,0%
28442,Ameer Abdullah,Min,RB,$0 ,0,0%,0,0,0%
30292,T.J. Logan,Ari,RB,$0 ,0,0%,0,0,0%
29475,Charone Peake,NYJ,WR,$0 ,0,0%,0,0,0%
31241,Roc Thomas,Min,RB,$0 ,0,0%,0,0,0%
26657,Justin Hunter,Pit,WR,$0 ,0,0%,0,0,0%
27135,Zach Line,NO,RB,$0 ,0,0%,0,0,0%
31157,Ray-Ray McCloud III,Buf,WR,$0 ,0,0%,0,0,0%
30959,Brandon Zylstra,Min,WR,$0 ,0,0%,0,0,0%
29410,Andy Janovich,Den,RB,$0 ,0,0%,0,0,0%
30352,Noah Brown,Dal,WR,$0 ,0,0%,0,0,0%
31082,Mark Walton,Mia,RB,$0 ,0,0%,0,0,0%
30165,DeShone Kizer,GB,QB,$0 ,0,0%,0,0,0%
28730,Damiere Byrd,Ari,WR,$0 ,0,0%,0,0,0%
31278,Shaun Wilson,TB,RB,$0 ,0,0%,0,0,0%
31769,KhaDarel Hodge,LAR,WR,$0 ,0,0%,0,0,0%
31228,Mike Boone,Min,RB,$0 ,0,0%,0,0,0%
29906,Elijhaa Penny,NYG,RB,$0 ,0,0%,0,0,0%
29680,Byron Marshall,Was,RB,$0 ,0,0%,0,0,0%
30955,River Cracraft,Den,WR,$0 ,0,0%,0,0,0%
28638,Trevor Siemian,NYJ,QB,$0 ,0,0%,0,0,0%
28535,Brett Hundley,Ari,QB,$0 ,0,0%,0,0,0%
30682,Marcus Kemp,KC,WR,$0 ,0,0%,0,0,0%
31114,Justin Watson,TB,WR,$0 ,0,0%,0,0,0%
24963,Dwayne Harris,Oak,WR,$0 ,0,0%,0,0,0%
30517,Ricky Ortiz,Atl,RB,$0 ,0,0%,0,0,0%
31103,J'Mon Moore,GB,WR,$0 ,0,0%,0,0,0%
29951,C.J. Ham,Min,RB,$0 ,0,0%,0,0,0%
26838,Tommy Bohanon,Jax,RB,$0 ,0,0%,0,0,0%
31486,Quadree Henderson,NYJ,WR,$0 ,0,0%,0,0,0%
28574,Geremy Davis,LAC,WR,$0 ,0,0%,0,0,0%
28475,Sammie Coates Jr.,KC,WR,$0 ,0,0%,0,0,0%
8297,Drew Stanton,Cle,QB,$0 ,0,0%,0,0,0%
26805,Kenjon Barner,Atl,RB,$0 ,0,0%,0,0,0%
25158,Patrick DiMarco,Buf,RB,$0 ,0,0%,0,0,0%
29978,Jaydon Mickens,Jax,WR,$0 ,0,0%,0,0,0%
27167,Benny Cunningham,Jax,RB,$0 ,0,0%,0,0,0%
9271,Darrius Heyward-Bey,Pit,WR,$0 ,0,0%,0,0,0%
29353,Tyler Ervin,Bal,RB,$0 ,0,0%,0,0,0%
31683,J.J. Jones,NYJ,WR,$0 ,0,0%,0,0,0%
5967,Josh McCown,NYJ,QB,$0 ,0,0%,0,0,0%
29396,Kevin Hogan,Den,QB,$0 ,0,0%,0,0,0%
26696,Mike Glennon,Oak,QB,$0 ,0,0%,0,0,0%
29821,Tre Madden,Sea,RB,$0 ,0,0%,0,0,0%
28068,Roosevelt Nix,Pit,RB,$0 ,0,0%,0,0,0%
29351,Pharoh Cooper,Ari,WR,$0 ,0,0%,0,0,0%
31537,Buddy Howell,Hou,RB,$0 ,0,0%,0,0,0%
30252,Jehu Chesson,Was,WR,$0 ,0,0%,0,0,0%
26535,Jamize Olawale,Dal,RB,$0 ,0,0%,0,0,0%
29327,Cody Kessler,Phi,QB,$0 ,0,0%,0,0,0%
9678,Chase Daniel,Chi,QB,$0 ,0,0%,0,0,0%
28141,Keith Smith,Oak,RB,$0 ,0,0%,0,0,0%
30592,Patrick Ricard,Bal,RB,$0 ,0,0%,0,0,0%
25295,Nick Bellore,Sea,RB,$0 ,0,0%,0,0,0%
8930,Matthew Slater,NE,WR,$0 ,0,0%,0,0,0%
30531,JoJo Natson,LAR,WR,$0 ,0,0%,0,0,0%
32479,Nick Fitzgerald,TB,QB,$0 ,0,0%,0,0,0%
29812,Trevone Boykin,Sea,QB,$0 ,0,0%,0,0,0%
32221,Brett Rypien,Den,QB,$0 ,0,0%,0,0,0%
27692,AJ McCarron,Hou,QB,$0 ,0,0%,0,0,0%
27742,Garrett Gilbert,Cle,QB,$0 ,0,0%,0,0,0%
32152,Drew Anderson,Ari,QB,$0 ,0,0%,0,0,0%
31365,J.T. Barrett IV,NO,QB,$0 ,0,0%,0,0,0%
31189,Danny Etling,NE,QB,$0 ,0,0%,0,0,0%
31828,Brandon Silvers,NYJ,QB,$0 ,0,0%,0,0,0%
31190,Alex McGough,Jax,QB,$0 ,0,0%,0,0,0%
30822,Kyle Sloter,Min,QB,$0 ,0,0%,0,0,0%
26738,Landry Jones,Oak,QB,$0 ,0,0%,0,0,0%
30366,Chad Kelly,Ind,QB,$0 ,0,0%,0,0,0%
31141,Mike White,Dal,QB,$0 ,0,0%,0,0,0%
26639,EJ Manuel,KC,QB,$0 ,0,0%,0,0,0%
27170,Tyler Bray,Chi,QB,$0 ,0,0%,0,0,0%
26949,Ryan Griffin,TB,QB,$0 ,0,0%,0,0,0%
8834,Chad Henne,KC,QB,$0 ,0,0%,0,0,0%
7406,Matt Cassel,Det,QB,$0 ,0,0%,0,0,0%
31490,Chase Litton,KC,QB,$0 ,0,0%,0,0,0%
31078,Kyle Lauletta,NYG,QB,$0 ,0,0%,0,0,0%
25712,Robert Griffin III,Bal,QB,$0 ,0,0%,0,0,0%
32235,Eric Dungey,NYG,QB,$0 ,0,0%,0,0,0%
30788,Cooper Rush,Dal,QB,$0 ,0,0%,0,0,0%
31301,Kyle Allen,Car,QB,$0 ,0,0%,0,0,0%
31803,John Wolford,LAR,QB,$0 ,0,0%,0,0,0%
32415,Tyree Jackson,Buf,QB,$0 ,0,0%,0,0,0%
32366,Kyle Shurmur,KC,QB,$0 ,0,0%,0,0,0%
31169,Luke Falk,NYJ,QB,$0 ,0,0%,0,0,0%
27711,David Fales,Det,QB,$0 ,0,0%,0,0,0%
9269,Mark Sanchez,Was,QB,$0 ,0,0%,0,0,0%
29373,Cardale Jones,LAC,QB,$0 ,0,0%,0,0,0%
24060,Colt McCoy,Was,QB,$0 ,0,0%,0,0,0%
29421,Nate Sudfeld,Phi,QB,$0 ,0,0%,0,0,0%
32327,Wilton Speight,SF,QB,$0 ,0,0%,0,0,0%
31999,Clayton Thorson,Phi,QB,$0 ,0,0%,0,0,0%
6849,Matt Schaub,Atl,QB,$0 ,0,0%,0,0,0%
23976,Sam Bradford,Ari,QB,$0 ,0,0%,0,0,0%
31695,Brogan Roback,Pit,QB,$0 ,0,0%,0,0,0%
29260,Paxton Lynch,Sea,QB,$0 ,0,0%,0,0,0%
26547,Alex Tanney,NYG,QB,$0 ,0,0%,0,0,0%
32010,Gardner Minshew,Jax,QB,$0 ,0,0%,0,0,0%
29425,Jake Rudock,Mia,QB,$0 ,0,0%,0,0,0%
31874,Drew Lock,Den,QB,$0 ,0,0%,0,0,0%
31932,Will Grier,Car,QB,$0 ,0,0%,0,0,0%
29334,Connor Cook,Det,QB,$0 ,0,0%,0,0,0%
32328,Taryn Christion,Sea,QB,$0 ,0,0%,0,0,0%
31046,Mason Rudolph,Pit,QB,$0 ,0,0%,0,0,0%
31998,Easton Stick,LAC,QB,$0 ,0,0%,0,0,0%
7389,Derek Anderson,Buf,QB,$0 ,0,0%,0,0,0%
32272,David Blough,Cle,QB,$0 ,0,0%,0,0,0%
32138,Jake Browning,Min,QB,$0 ,0,0%,0,0,0%
32464,Jake Dolegala,Cin,QB,$0 ,0,0%,0,0,0%
28463,Garrett Grayson,Den,QB,$0 ,0,0%,0,0,0%
32364,John Lovett,KC,QB,$0 ,0,0%,0,0,0%
32581,Devlin Hodges,Pit,QB,$0 ,0,0%,0,0,0%
32282,Manny Wilkins,GB,QB,$0 ,0,0%,0,0,0%
32584,Jalan McClendon,Bal,QB,$0 ,0,0%,0,0,0%
31336,Kurt Benkert,Atl,QB,$0 ,0,0%,0,0,0%
30200,Davis Webb,NYJ,QB,$0 ,0,0%,0,0,0%
29435,Brandon Allen,LAR,QB,$0 ,0,0%,0,0,0%
31431,Tim Boyle,GB,QB,$0 ,0,0%,0,0,0%
26721,Matt Barkley,Buf,QB,$0 ,0,0%,0,0,0%
31734,Luis Perez,Phi,QB,$0 ,0,0%,0,0,0%
31173,Tanner Lee,Jax,QB,$0 ,0,0%,0,0,0%
30538,Phillip Walker,Ind,QB,$0 ,0,0%,0,0,0%
31936,Ryan Finley,Cin,QB,$0 ,0,0%,0,0,0%
32363,T.J. Linta,KC,QB,$0 ,0,0%,0,0,0%
32029,Trace McSorley,Bal,QB,$0 ,0,0%,0,0,0%
25732,Brandon Weeden,Hou,QB,$0 ,0,0%,0,0,0%
31965,Jarrett Stidham,NE,QB,$0 ,0,0%,0,0,0%
29722,Joe Callahan,TB,QB,$0 ,0,0%,0,0,0%
31308,Charles Kanoff,Ari,QB,$0 ,0,0%,0,0,0%
31838,Daniel Jones,NYG,QB,$0 ,0,0%,0,0,0%
29870,Josh Woodrum,Was,QB,$0 ,0,0%,0,0,0%
31219,Logan Woodside,Ten,QB,$0 ,0,0%,0,0,0%
27790,David Fluellen,Ten,RB,$0 ,0,0%,0,0,0%
29432,Derek Watt,LAC,RB,$0 ,0,0%,0,0,0%
26299,Derrick Coleman,Ari,RB,$0 ,0,0%,0,0,0%
27663,Tom Savage,Det,QB,$0 ,0,0%,0,0,0%
28223,Senorise Perry,Buf,RB,$0 ,0,0%,0,0,0%
24912,Taiwan Jones,Hou,RB,$0 ,0,0%,0,0,0%
28477,Sean Mannion,Min,QB,$0 ,0,0%,0,0,0%
24797,Blaine Gabbert,TB,QB,$0 ,0,0%,0,0,0%
30284,Nathan Peterman,Oak,QB,$0 ,0,0%,0,0,0%
28839,Taylor Heinicke,Car,QB,$0 ,0,0%,0,0,0%
30614,Taysom Hill,NO,QB,$0 ,0,0%,0,0,0%
27560,Teddy Bridgewater,NO,QB,$0 ,0,0%,0,0,0%
29325,Jacoby Brissett,Ind,QB,$0 ,0,0%,0,0,0%
30248,Joshua Dobbs,Pit,QB,$0 ,0,0%,0,0,0%
9547,Brian Hoyer,NE,QB,$0 ,0,0%,0,0,0%
26662,Geno Smith,Sea,QB,$0 ,0,0%,0,0,0%
24175,Joe Webb III,Hou,QB,$0 ,0,0%,0,0,0%
